,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,%night,%eve,avg duration,Midwest,Noncontinental,Northeast,Northwest,Southeast,Southwest
628,0,0,0,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,0,25,36,0.6300518134715026,0.0,0.0,1.0,0.0,0.0,0.0
629,0,0,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,1,38,26,0.4763197177364635,0.0,0.0,0.0,0.0,1.0,0.0
630,0,0,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,0,31,33,0.506093432633717,0.0,0.0,0.0,0.0,1.0,0.0
631,0,0,0,100.8,112,17.14,230.0,69,19.55,193.6,95,8.71,9.5,2,2.57,0,0,34,25,0.5263157894736842,0.0,0.0,0.0,1.0,0.0,0.0
632,0,1,22,82.5,97,14.03,289.9,94,24.64,180.0,114,8.1,4.8,4,1.3,3,0,37,31,0.552136133236785,1.0,0.0,0.0,0.0,0.0,0.0
633,0,1,34,146.4,104,24.89,89.7,103,7.62,220.0,91,9.9,15.6,4,4.21,2,0,31,35,0.6533654900241175,0.0,0.0,1.0,0.0,0.0,0.0
634,0,0,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,0,32,27,0.44864559819413097,1.0,0.0,0.0,0.0,0.0,0.0
635,0,1,27,153.5,84,26.1,194.0,73,16.49,256.5,94,11.54,10.2,7,2.75,5,0,37,29,0.4155629139072848,0.0,0.0,0.0,0.0,0.0,1.0
636,0,0,0,150.7,105,25.62,197.3,133,16.77,169.0,116,7.61,9.2,15,2.48,1,0,33,38,0.6847195357833655,1.0,0.0,0.0,0.0,0.0,0.0
637,0,1,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,0,37,29,0.5798165137614679,0.0,0.0,0.0,0.0,1.0,0.0
638,0,1,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,0,38,31,0.4552216602201725,0.0,0.0,0.0,1.0,0.0,0.0
639,0,0,0,128.6,83,21.86,134.0,114,11.39,210.6,113,9.48,11.4,2,3.08,0,0,36,37,0.6551141166525781,0.0,0.0,1.0,0.0,0.0,0.0
640,0,0,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,0,32,37,0.5450849963045085,1.0,0.0,0.0,0.0,0.0,0.0
641,0,0,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1,0,31,32,0.5731259828761139,0.0,0.0,0.0,0.0,1.0,0.0
642,0,0,0,195.0,92,33.15,210.5,83,17.89,180.6,92,8.13,11.0,13,2.97,0,0,34,31,0.4555536597850196,1.0,0.0,0.0,0.0,0.0,0.0
643,0,0,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,0,43,31,0.41742034228468067,0.0,0.0,0.0,0.0,1.0,0.0
644,0,1,24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14.0,4,3.78,1,0,31,32,0.48072420789761194,0.0,0.0,0.0,0.0,0.0,1.0
645,0,1,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,0,41,28,0.6059063136456211,0.0,0.0,0.0,1.0,0.0,0.0
646,0,1,28,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,0,48,17,0.3376459450930893,0.0,0.0,1.0,0.0,0.0,0.0
647,0,0,0,192.0,91,32.64,127.6,127,10.85,155.6,125,7.0,7.5,5,2.03,1,0,36,37,0.7218013468013468,0.0,0.0,1.0,0.0,0.0,0.0
648,0,1,39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0,0,27,39,1.2790697674418605,1.0,0.0,0.0,0.0,0.0,0.0
649,0,0,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6.0,3,1.62,3,1,36,21,0.31275720164609055,1.0,0.0,0.0,0.0,0.0,0.0
650,0,0,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,0,34,40,0.5404498153742867,0.0,0.0,1.0,0.0,0.0,0.0
651,0,0,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,0,38,21,0.4096989966555184,0.0,0.0,1.0,0.0,0.0,0.0
652,0,1,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,0,36,21,0.6274583255291253,0.0,0.0,0.0,0.0,1.0,0.0
653,0,1,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3,0,38,40,0.502346601772988,0.0,0.0,0.0,1.0,0.0,0.0
654,0,1,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,0,29,33,0.5813953488372093,0.0,0.0,0.0,0.0,0.0,1.0
655,0,0,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,1,33,35,0.450960219478738,0.0,0.0,0.0,0.0,0.0,1.0
656,0,0,0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,0,17,37,0.5104482373584304,1.0,0.0,0.0,0.0,0.0,0.0
657,0,0,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,0,29,38,0.6233340168136149,0.0,1.0,0.0,0.0,0.0,0.0
658,0,0,0,151.0,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,0,30,35,0.6162046908315565,0.0,0.0,0.0,0.0,1.0,0.0
659,0,0,0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,1,0,24,38,0.608,0.0,0.0,0.0,0.0,0.0,1.0
660,0,0,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1,1,31,44,0.3584930256811367,0.0,0.0,0.0,1.0,0.0,0.0
661,0,1,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,0,37,35,0.38193391936950594,1.0,0.0,0.0,0.0,0.0,0.0
662,0,0,0,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,0,25,40,0.32622510944781813,1.0,0.0,0.0,0.0,0.0,0.0
663,0,0,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2.0,3,0,33,25,0.7451270663705898,0.0,0.0,1.0,0.0,0.0,0.0
664,0,0,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,0,27,42,0.5011426705843943,1.0,0.0,0.0,0.0,0.0,0.0
665,0,1,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,0,38,33,0.5560511448111806,0.0,0.0,0.0,0.0,1.0,0.0
666,0,0,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,0,30,33,0.5812274368231047,0.0,0.0,0.0,1.0,0.0,0.0
667,0,0,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,0,38,32,0.7356219349086045,0.0,0.0,0.0,1.0,0.0,0.0
668,0,0,0,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1,0,37,22,0.5312699425654116,0.0,0.0,0.0,1.0,0.0,0.0
669,0,1,33,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,0,0,28,38,0.53862986029288,0.0,0.0,0.0,0.0,1.0,0.0
670,0,1,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,0,31,34,0.4411351503231245,0.0,0.0,1.0,0.0,0.0,0.0
671,0,1,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,0,27,38,0.7463359639233371,0.0,0.0,1.0,0.0,0.0,0.0
672,0,0,0,175.3,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,5,3.19,0,0,31,31,0.5856606919549813,1.0,0.0,0.0,0.0,0.0,0.0
673,0,0,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3,0,33,26,0.41011619958988377,0.0,0.0,0.0,0.0,0.0,1.0
674,0,0,0,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1,0,31,33,0.4091734037287576,0.0,0.0,1.0,0.0,0.0,0.0
675,0,0,0,241.9,101,41.12,129.4,121,11.0,264.8,104,11.92,5.9,3,1.59,1,0,32,37,0.5124980349001729,0.0,0.0,0.0,0.0,1.0,0.0
676,0,0,0,241.2,134,41.0,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,0,27,34,0.6648362424004707,0.0,0.0,1.0,0.0,0.0,0.0
677,0,0,0,217.1,99,36.91,236.0,68,20.06,118.3,120,5.32,9.4,4,2.54,1,0,42,24,0.5022751137556878,1.0,0.0,0.0,0.0,0.0,0.0
678,0,0,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,0,32,34,0.5836786164655017,0.0,0.0,1.0,0.0,0.0,0.0
679,1,0,0,222.4,78,37.81,327.0,111,27.8,208.0,104,9.36,8.7,9,2.35,1,1,35,38,0.3868497491418009,0.0,0.0,0.0,0.0,1.0,0.0
680,0,0,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,0,29,41,0.49735088019142026,1.0,0.0,0.0,0.0,0.0,0.0
681,0,0,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,0,31,31,0.49107142857142855,0.0,0.0,1.0,0.0,0.0,0.0
682,0,1,38,256.7,98,43.64,150.5,120,12.79,123.0,87,5.54,11.4,3,3.08,3,0,29,39,0.5752546208977743,1.0,0.0,0.0,0.0,0.0,0.0
683,0,0,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,0,36,36,0.5521472392638037,1.0,0.0,0.0,0.0,0.0,0.0
684,0,0,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3.0,3,0,24,39,0.4462625511342507,0.0,1.0,0.0,0.0,0.0,0.0
685,0,1,32,30.9,113,5.25,187.0,113,15.9,230.8,101,10.39,8.6,7,2.32,1,0,31,35,0.728772008023178,0.0,0.0,0.0,0.0,0.0,1.0
686,0,0,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,0,28,46,0.4847972972972973,0.0,0.0,1.0,0.0,0.0,0.0
687,0,0,0,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,0,32,38,0.5535299966854491,0.0,0.0,0.0,0.0,1.0,0.0
688,0,1,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,0,41,24,0.3810859036451695,1.0,0.0,0.0,0.0,0.0,0.0
689,0,0,0,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1,0,31,37,0.6079820962327489,0.0,0.0,0.0,0.0,0.0,1.0
690,0,0,0,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2,0,34,31,0.5196267696267696,1.0,0.0,0.0,0.0,0.0,0.0
691,0,0,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,0,33,29,0.6143943826799297,0.0,0.0,0.0,0.0,1.0,0.0
692,0,0,0,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,7,1.54,4,0,38,49,0.4187041564792176,1.0,0.0,0.0,0.0,0.0,0.0
693,0,1,29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8.0,4,2.16,3,0,36,31,0.5544422177688711,0.0,0.0,1.0,0.0,0.0,0.0
694,0,0,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,0,33,36,0.48724656638325703,1.0,0.0,0.0,0.0,0.0,0.0
695,0,0,0,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,1,0,33,37,0.7583274273564848,0.0,0.0,0.0,1.0,0.0,0.0
696,0,0,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,0,29,36,0.5091185410334346,0.0,0.0,0.0,0.0,1.0,0.0
697,0,0,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,0,29,30,0.3987291501191422,0.0,0.0,0.0,1.0,0.0,0.0
698,0,0,0,206.0,89,35.02,186.0,88,15.81,307.1,86,13.82,8.4,11,2.27,0,0,33,33,0.3761979688170505,0.0,0.0,1.0,0.0,0.0,0.0
699,0,0,0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11.0,9,2.97,0,0,28,41,0.4688287682742396,1.0,0.0,0.0,0.0,0.0,0.0
700,0,0,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,0,37,27,0.7634543178973717,0.0,0.0,1.0,0.0,0.0,0.0
701,0,0,0,139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0,0,41,29,0.7405671431919382,0.0,0.0,1.0,0.0,0.0,0.0
702,0,0,0,191.2,110,32.5,163.9,102,13.93,243.6,114,10.96,14.1,3,3.81,1,0,35,31,0.5445131117421078,1.0,0.0,0.0,0.0,0.0,0.0
703,0,1,23,160.0,104,27.2,189.4,64,16.1,229.9,118,10.35,10.4,7,2.81,1,0,41,22,0.4936992922492664,0.0,0.0,0.0,1.0,0.0,0.0
704,0,0,0,221.7,95,37.69,193.0,82,16.41,194.1,113,8.73,6.5,4,1.76,3,0,39,28,0.4763469119579501,1.0,0.0,0.0,0.0,0.0,0.0
705,0,0,0,62.9,81,10.69,231.0,64,19.64,168.9,121,7.6,8.5,5,2.3,1,0,45,24,0.5747623163353501,0.0,1.0,0.0,0.0,0.0,0.0
706,0,0,0,215.6,78,36.65,195.3,119,16.6,194.4,65,8.75,3.6,5,0.97,1,0,25,45,0.4328432182388898,0.0,0.0,0.0,0.0,0.0,1.0
707,0,1,42,165.3,97,28.1,223.5,118,19.0,260.8,72,11.74,7.6,7,2.05,3,0,25,41,0.4418103448275862,0.0,0.0,1.0,0.0,0.0,0.0
708,1,1,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,0,34,31,0.7074527252502781,0.0,0.0,0.0,1.0,0.0,0.0
709,0,0,0,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2,0,30,39,0.46251129177958444,0.0,0.0,1.0,0.0,0.0,0.0
710,0,0,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3,0,40,36,0.4420300639976187,0.0,0.0,0.0,0.0,1.0,0.0
711,0,0,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,0,29,33,0.4555878306069408,0.0,0.0,0.0,1.0,0.0,0.0
712,0,0,0,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0.0,0,0.0,2,0,28,36,0.6652562294311237,1.0,0.0,0.0,0.0,0.0,0.0
713,0,0,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,2,1.86,2,0,32,38,0.5263984915147706,0.0,0.0,0.0,0.0,1.0,0.0
714,0,1,22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2,0,32,41,0.45543497598292115,1.0,0.0,0.0,0.0,0.0,0.0
715,1,0,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,1,38,32,0.49681726439993795,0.0,0.0,1.0,0.0,0.0,0.0
716,1,1,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2,0,28,34,0.4867573371510379,0.0,0.0,0.0,0.0,1.0,0.0
717,0,0,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1,0,29,30,0.46751968503937014,0.0,0.0,0.0,0.0,0.0,1.0
718,0,0,0,182.3,124,30.99,169.9,110,14.44,184.0,116,8.28,9.3,3,2.51,1,0,33,31,0.6527415143603132,0.0,1.0,0.0,0.0,0.0,0.0
719,0,0,0,190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,2,0,38,31,0.4459691252144083,0.0,1.0,0.0,0.0,0.0,0.0
720,0,1,38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2.0,0,0,27,40,0.4592973436161097,0.0,0.0,1.0,0.0,0.0,0.0
721,0,1,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,1,28,39,0.666351606805293,0.0,0.0,0.0,0.0,0.0,1.0
722,0,0,0,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,3,3.65,1,0,34,38,0.6570762052877138,0.0,0.0,0.0,0.0,1.0,0.0
723,0,0,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14.0,11,3.78,3,0,46,17,0.5054151624548736,1.0,0.0,0.0,0.0,0.0,0.0
724,0,1,36,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,16.4,5,4.43,1,0,39,27,0.5185058843595429,0.0,0.0,0.0,1.0,0.0,0.0
725,0,0,0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,0,32,35,0.5350997935306262,0.0,0.0,0.0,0.0,1.0,0.0
726,0,0,0,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,0,31,32,0.5148646404251787,0.0,0.0,1.0,0.0,0.0,0.0
727,0,0,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,0,34,31,0.5061301477522792,0.0,0.0,1.0,0.0,0.0,0.0
728,0,1,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,0,31,31,0.5140409328891005,0.0,0.0,0.0,0.0,1.0,0.0
729,0,1,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,0,37,33,0.5605116983672782,0.0,0.0,1.0,0.0,0.0,0.0
730,0,0,0,271.2,105,46.1,202.6,105,17.22,221.6,51,9.97,11.5,3,3.11,3,1,20,40,0.3753235547886109,0.0,0.0,0.0,1.0,0.0,0.0
731,0,0,0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8.0,1,2.16,2,0,31,32,0.45179063360881544,0.0,0.0,0.0,1.0,0.0,0.0
732,0,0,0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,0,32,35,0.4611727416798732,1.0,0.0,0.0,0.0,0.0,0.0
733,0,1,37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,0,26,31,0.5036598117811084,0.0,0.0,0.0,0.0,0.0,1.0
734,1,1,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,0,38,28,0.6214795343597446,0.0,0.0,1.0,0.0,0.0,0.0
735,1,0,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,0,37,28,0.5249294449670743,0.0,0.0,1.0,0.0,0.0,0.0
736,0,0,0,162.1,86,27.56,155.0,86,13.18,189.7,87,8.54,11.0,9,2.97,5,1,34,33,0.511049723756906,0.0,0.0,0.0,0.0,0.0,1.0
737,1,0,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,1,44,30,0.628099173553719,0.0,0.0,0.0,0.0,1.0,0.0
738,0,0,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,0,26,32,0.4782181460858172,1.0,0.0,0.0,0.0,0.0,0.0
739,0,0,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,0,39,36,0.47421654783617984,1.0,0.0,0.0,0.0,0.0,0.0
740,0,1,20,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1,0,54,27,0.36604227530503525,0.0,0.0,0.0,0.0,0.0,1.0
741,0,0,0,34.0,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,0,38,19,0.7100859339665309,1.0,0.0,0.0,0.0,0.0,0.0
742,0,1,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5,0,29,38,0.4999266969652543,0.0,0.0,0.0,0.0,1.0,0.0
743,0,0,0,202.0,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,0,28,29,0.5277233018363345,0.0,0.0,0.0,0.0,1.0,0.0
744,0,0,0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,0,29,30,0.4649701539428212,0.0,0.0,0.0,1.0,0.0,0.0
745,0,1,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,0,31,37,0.5397111913357401,0.0,0.0,0.0,1.0,0.0,0.0
746,0,0,0,150.6,85,25.6,119.0,128,10.12,232.9,123,10.48,6.4,2,1.73,1,0,37,38,0.6686567164179105,1.0,0.0,0.0,0.0,0.0,0.0
747,0,0,0,184.6,102,31.38,196.0,117,16.66,226.5,122,10.19,7.8,1,2.11,1,0,36,34,0.5616867072969857,0.0,0.0,0.0,0.0,1.0,0.0
748,0,0,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,0,34,29,0.5355102040816326,0.0,0.0,0.0,0.0,1.0,0.0
749,1,0,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,6,2.97,1,0,27,37,0.6534375626378032,0.0,0.0,0.0,0.0,0.0,1.0
750,0,1,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,0,38,33,0.5700225548492927,0.0,0.0,0.0,0.0,1.0,0.0
751,0,1,29,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,0,26,34,0.5298616168973052,1.0,0.0,0.0,0.0,0.0,0.0
752,0,1,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,0,40,23,0.5362776025236593,0.0,0.0,0.0,0.0,0.0,1.0
753,0,0,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,0,38,34,0.7790611943966577,0.0,0.0,0.0,0.0,1.0,0.0
754,0,0,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,0,33,33,0.5362937660119556,0.0,0.0,1.0,0.0,0.0,0.0
755,0,0,0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,0,38,34,0.5305403288958497,0.0,0.0,0.0,1.0,0.0,0.0
756,0,0,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2,0,26,43,0.4614873837981407,0.0,0.0,0.0,1.0,0.0,0.0
757,0,0,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,0,26,37,0.5462571270921464,0.0,0.0,0.0,0.0,0.0,1.0
758,0,1,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,0,31,37,0.4550844945152683,0.0,0.0,0.0,0.0,1.0,0.0
759,0,1,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,0,39,32,0.44773928361714616,0.0,0.0,0.0,0.0,0.0,1.0
760,0,0,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,0,28,38,0.37170805116629047,0.0,0.0,0.0,0.0,1.0,0.0
761,0,0,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,0,29,31,0.5555555555555555,0.0,0.0,0.0,0.0,1.0,0.0
762,1,0,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,0,41,35,0.5175370226032736,0.0,0.0,0.0,1.0,0.0,0.0
763,0,1,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0,0,35,23,0.38662486938349006,0.0,0.0,0.0,0.0,1.0,0.0
764,0,1,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,0,30,38,0.4180327868852459,0.0,0.0,0.0,0.0,1.0,0.0
765,0,0,0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,0,32,37,0.569677303046692,0.0,0.0,0.0,0.0,0.0,1.0
766,1,0,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11.0,2,2.97,0,1,20,34,0.43869002284843867,0.0,0.0,1.0,0.0,0.0,0.0
767,0,1,26,244.9,150,41.63,118.0,138,10.03,236.0,91,10.62,15.2,4,4.1,2,0,24,36,0.6328268492235766,0.0,0.0,1.0,0.0,0.0,0.0
768,0,0,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,9.7,2,2.62,3,0,37,29,0.44466241621709984,0.0,0.0,1.0,0.0,0.0,0.0
769,0,0,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,3,2.97,1,0,27,39,0.5187220886293371,0.0,0.0,0.0,1.0,0.0,0.0
770,0,0,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,0,40,40,0.46668979875086747,1.0,0.0,0.0,0.0,0.0,0.0
771,1,1,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,1,28,37,0.6287015945330297,1.0,0.0,0.0,0.0,0.0,0.0
772,0,0,0,189.5,112,32.22,207.0,95,17.6,214.1,91,9.63,9.2,7,2.48,0,0,31,32,0.48804454634785455,0.0,0.0,0.0,1.0,0.0,0.0
773,1,0,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,1,40,29,0.6603415559772297,0.0,0.0,1.0,0.0,0.0,0.0
774,0,0,0,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,0,39,27,0.5031446540880503,0.0,0.0,0.0,1.0,0.0,0.0
775,0,0,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,0,31,28,0.45182841068917023,0.0,0.0,0.0,1.0,0.0,0.0
776,0,1,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,0,28,30,0.4794007490636704,0.0,0.0,0.0,0.0,1.0,0.0
777,1,1,24,127.7,54,21.71,215.0,105,18.28,234.3,84,10.54,5.8,4,1.57,2,0,35,43,0.42114384748700173,1.0,0.0,0.0,0.0,0.0,0.0
778,0,1,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,0,28,30,0.41571568307792633,0.0,0.0,0.0,0.0,1.0,0.0
779,1,0,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,0,35,31,0.461245839277223,1.0,0.0,0.0,0.0,0.0,0.0
780,1,0,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11.0,9,2.97,2,0,28,28,0.39109801996399934,0.0,0.0,0.0,0.0,1.0,0.0
781,1,0,0,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,4,2.89,1,0,35,30,0.7769726247987118,0.0,0.0,1.0,0.0,0.0,0.0
782,0,1,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,0,27,39,0.38061254831995245,1.0,0.0,0.0,0.0,0.0,0.0
